tick_id,day,tick,avatar_region,active_route,editor_panel,import_export_panel,branch_compare_panel,simultaneous_task_panel,agent_dialogue_panel,recovery_panel,local_storage_key,replay_key,boundary_note
15,2,0,archive_quarter,signal_orchard,ssrm_v31_route_state_signal_orchard: v3 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: idle,none,recovery 0.60,ssrm_v31_route_state_signal_orchard,v31-499398,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
16,2,1,signal_ridge,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v3 valid=True,import accepted,fen track vs market plank route: branch_a_direct,lead caravan task: idle,none,recovery 0.58,ssrm_v31_route_state_orchard_riverbend,v31-414722,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
17,2,2,orchard_fen,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v1 valid=True,export ready,inner repair yard vs outer bell path: branch_a_direct,lead caravan task: active,none,recovery 0.54,ssrm_v31_route_state_central_repair_ring,v31-550001,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
18,2,3,central_exchange,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v2 valid=True,export ready,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.68,ssrm_v31_route_state_riverbend_roofward,v31-580058,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
19,2,4,repair_hall,roofward_archive,ssrm_v31_route_state_roofward_archive: v6 valid=True,export ready,glass stair vs cool archive lane: branch_b_detour,lead caravan task: idle,none,recovery 0.84,ssrm_v31_route_state_roofward_archive,v31-509107,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
20,2,5,riverbend,archive_signal,ssrm_v31_route_state_archive_signal: v4 valid=True,export ready,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: active,none,recovery 0.73,ssrm_v31_route_state_archive_signal,v31-394199,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
21,2,6,roofward,signal_orchard,ssrm_v31_route_state_signal_orchard: v3 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: idle,none,recovery 0.62,ssrm_v31_route_state_signal_orchard,v31-498898,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
22,2,7,archive_quarter,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v3 valid=True,export ready,fen track vs market plank route: branch_a_direct,lead caravan task: idle,none,recovery 0.59,ssrm_v31_route_state_orchard_riverbend,v31-421064,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
23,2,8,signal_ridge,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v2 valid=True,export ready,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: idle,none,recovery 0.57,ssrm_v31_route_state_central_repair_ring,v31-522222,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
24,2,9,orchard_fen,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v3 valid=True,import accepted,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.71,ssrm_v31_route_state_riverbend_roofward,v31-578390,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
25,2,10,central_exchange,roofward_archive,ssrm_v31_route_state_roofward_archive: v6 valid=True,export ready,glass stair vs cool archive lane: branch_b_detour,lead caravan task: active,none,recovery 0.91,ssrm_v31_route_state_roofward_archive,v31-507524,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
26,2,11,repair_hall,archive_signal,ssrm_v31_route_state_archive_signal: v5 valid=True,export ready,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: active,none,recovery 0.77,ssrm_v31_route_state_archive_signal,v31-395415,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
27,2,12,riverbend,signal_orchard,ssrm_v31_route_state_signal_orchard: v4 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: idle,none,recovery 0.65,ssrm_v31_route_state_signal_orchard,v31-499220,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
28,2,13,roofward,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v3 valid=True,export ready,fen track vs market plank route: branch_a_direct,lead caravan task: active,none,recovery 0.63,ssrm_v31_route_state_orchard_riverbend,v31-422331,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
29,2,14,archive_quarter,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v3 valid=True,import accepted,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: idle,none,recovery 0.61,ssrm_v31_route_state_central_repair_ring,v31-522697,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
30,3,0,signal_ridge,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v4 valid=True,export ready,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.75,ssrm_v31_route_state_riverbend_roofward,v31-572655,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
31,3,1,orchard_fen,roofward_archive,ssrm_v31_route_state_roofward_archive: v6 valid=True,import rejected,glass stair vs cool archive lane: branch_b_detour,lead caravan task: idle,none,recovery 0.93,ssrm_v31_route_state_roofward_archive,v31-507788,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
32,3,2,central_exchange,archive_signal,ssrm_v31_route_state_archive_signal: v5 valid=True,export ready,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: active,none,recovery 0.82,ssrm_v31_route_state_archive_signal,v31-396757,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
33,3,3,repair_hall,signal_orchard,ssrm_v31_route_state_signal_orchard: v5 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: active,none,recovery 0.72,ssrm_v31_route_state_signal_orchard,v31-492028,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
34,3,4,riverbend,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v4 valid=True,export ready,fen track vs market plank route: branch_a_direct,lead caravan task: idle,none,recovery 0.63,ssrm_v31_route_state_orchard_riverbend,v31-422054,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
35,3,5,roofward,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v3 valid=True,export ready,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: active,none,recovery 0.69,ssrm_v31_route_state_central_repair_ring,v31-525885,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
36,3,6,archive_quarter,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v4 valid=True,export ready,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.78,ssrm_v31_route_state_riverbend_roofward,v31-581352,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
37,3,7,signal_ridge,roofward_archive,ssrm_v31_route_state_roofward_archive: v6 valid=True,export ready,glass stair vs cool archive lane: branch_b_detour,lead caravan task: idle,none,recovery 0.93,ssrm_v31_route_state_roofward_archive,v31-507898,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
38,3,8,orchard_fen,archive_signal,ssrm_v31_route_state_archive_signal: v5 valid=True,export ready,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: idle,none,recovery 0.82,ssrm_v31_route_state_archive_signal,v31-395788,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
39,3,9,central_exchange,signal_orchard,ssrm_v31_route_state_signal_orchard: v7 valid=True,import accepted,dusk road vs river lantern loop: branch_b_detour,lead caravan task: active,none,recovery 0.81,ssrm_v31_route_state_signal_orchard,v31-498445,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
40,3,10,repair_hall,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v4 valid=True,export ready,fen track vs market plank route: branch_a_direct,lead caravan task: active,none,recovery 0.67,ssrm_v31_route_state_orchard_riverbend,v31-422028,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
41,3,11,riverbend,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v3 valid=True,export ready,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: idle,none,recovery 0.72,ssrm_v31_route_state_central_repair_ring,v31-524038,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
42,3,12,roofward,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v6 valid=True,import accepted,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.81,ssrm_v31_route_state_riverbend_roofward,v31-579110,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
43,3,13,archive_quarter,roofward_archive,ssrm_v31_route_state_roofward_archive: v6 valid=True,export ready,glass stair vs cool archive lane: branch_b_detour,lead caravan task: active,none,recovery 0.94,ssrm_v31_route_state_roofward_archive,v31-480343,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
44,3,14,signal_ridge,archive_signal,ssrm_v31_route_state_archive_signal: v6 valid=True,import accepted,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: idle,none,recovery 0.84,ssrm_v31_route_state_archive_signal,v31-397093,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
45,4,0,orchard_fen,signal_orchard,ssrm_v31_route_state_signal_orchard: v8 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: idle,none,recovery 0.84,ssrm_v31_route_state_signal_orchard,v31-499872,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
46,4,1,central_exchange,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v6 valid=True,import accepted,fen track vs market plank route: branch_b_detour,lead caravan task: active,none,recovery 0.75,ssrm_v31_route_state_orchard_riverbend,v31-539679,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
47,4,2,repair_hall,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v3 valid=True,export ready,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: active,none,recovery 0.79,ssrm_v31_route_state_central_repair_ring,v31-524519,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
48,4,3,riverbend,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v6 valid=True,export ready,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.84,ssrm_v31_route_state_riverbend_roofward,v31-580429,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
49,4,4,roofward,roofward_archive,ssrm_v31_route_state_roofward_archive: v8 valid=True,import accepted,glass stair vs cool archive lane: branch_b_detour,lead caravan task: idle,none,recovery 0.94,ssrm_v31_route_state_roofward_archive,v31-481176,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
50,4,5,archive_quarter,archive_signal,ssrm_v31_route_state_archive_signal: v6 valid=True,export ready,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: active,none,recovery 0.88,ssrm_v31_route_state_archive_signal,v31-396701,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
51,4,6,signal_ridge,signal_orchard,ssrm_v31_route_state_signal_orchard: v8 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: idle,none,recovery 0.87,ssrm_v31_route_state_signal_orchard,v31-499211,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
52,4,7,orchard_fen,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v7 valid=True,export ready,fen track vs market plank route: branch_b_detour,lead caravan task: active,none,recovery 0.83,ssrm_v31_route_state_orchard_riverbend,v31-540061,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
53,4,8,central_exchange,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v4 valid=True,export ready,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: idle,none,recovery 0.82,ssrm_v31_route_state_central_repair_ring,v31-522908,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
54,4,9,repair_hall,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v7 valid=True,import accepted,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: idle,none,recovery 0.88,ssrm_v31_route_state_riverbend_roofward,v31-581087,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
55,4,10,riverbend,roofward_archive,ssrm_v31_route_state_roofward_archive: v8 valid=True,export ready,glass stair vs cool archive lane: branch_b_detour,lead caravan task: active,none,recovery 0.94,ssrm_v31_route_state_roofward_archive,v31-481048,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
56,4,11,roofward,archive_signal,ssrm_v31_route_state_archive_signal: v6 valid=True,export ready,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: idle,none,recovery 0.87,ssrm_v31_route_state_archive_signal,v31-397340,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
57,4,12,archive_quarter,signal_orchard,ssrm_v31_route_state_signal_orchard: v8 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: idle,none,recovery 0.90,ssrm_v31_route_state_signal_orchard,v31-485425,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
58,4,13,signal_ridge,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v8 valid=True,export ready,fen track vs market plank route: branch_b_detour,lead caravan task: active,none,recovery 0.91,ssrm_v31_route_state_orchard_riverbend,v31-540792,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
59,4,14,orchard_fen,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v5 valid=True,import accepted,inner repair yard vs outer bell path: branch_b_detour,lead caravan task: idle,none,recovery 0.86,ssrm_v31_route_state_central_repair_ring,v31-525233,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
60,5,0,central_exchange,roofward_archive,ssrm_v31_route_state_roofward_archive: v9 valid=True,export ready,glass stair vs cool archive lane: branch_a_direct,lead caravan task: idle,none,recovery 0.94,ssrm_v31_route_state_roofward_archive,v31-413581,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
61,5,1,repair_hall,archive_signal,ssrm_v31_route_state_archive_signal: v7 valid=True,import accepted,paper lane vs stone kiosk path: branch_a_direct,lead caravan task: idle,none,recovery 0.88,ssrm_v31_route_state_archive_signal,v31-390958,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
62,5,2,riverbend,signal_orchard,ssrm_v31_route_state_signal_orchard: v8 valid=True,export ready,dusk road vs river lantern loop: branch_b_detour,lead caravan task: active,none,recovery 0.94,ssrm_v31_route_state_signal_orchard,v31-472418,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
63,5,3,roofward,orchard_riverbend,ssrm_v31_route_state_orchard_riverbend: v8 valid=True,export ready,fen track vs market plank route: branch_b_detour,lead caravan task: idle,none,recovery 0.94,ssrm_v31_route_state_orchard_riverbend,v31-540991,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
64,5,4,archive_quarter,central_repair_ring,ssrm_v31_route_state_central_repair_ring: v6 valid=True,export ready,inner repair yard vs outer bell path: branch_a_direct,lead caravan task: active,none,recovery 0.91,ssrm_v31_route_state_central_repair_ring,v31-552009,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
65,5,5,signal_ridge,riverbend_roofward,ssrm_v31_route_state_riverbend_roofward: v7 valid=True,export ready,river ford vs orchard ridge detour: branch_b_detour,lead caravan task: active,none,recovery 0.94,ssrm_v31_route_state_riverbend_roofward,v31-552513,"deterministic browser-local editable-state/branch-comparison/multi-route-dialogue scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
