tick_id,day,tick,avatar_zone,active_infrastructure,household_panel,building_panel,tool_panel,skill_panel,failure_panel,ecology_panel,save_restore_key,replay_key,boundary_note
10,1,10,river path,archive_public_kiosk,Archive House paper: 18.20,Archive public kiosk durability 0.78,binding awl condition 0.78,Nia recordkeeping 0.43,stable,notice_accuracy 0.50,ssrm_v27_infrastructure_state_seed_20260880,v27-348456,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
11,1,11,roof path,dusk_signal_workshop,Signal House oil: 16.10,Dusk signal workshop durability 0.75,wire crimper condition 0.75,Milo signalcraft 0.47,stable,night_calm 0.57,ssrm_v27_infrastructure_state_seed_20260880,v27-335863,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
12,1,12,market commons,river_mill_bridge,West House planks: 22.13,River mill bridge durability 0.83,drawknife condition 0.93,Ari carpentry 0.36,stable,bank_stability 0.57,ssrm_v27_infrastructure_state_seed_20260880,v27-346384,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
13,1,13,wood bay,roof_greenhouse_cistern,Roof House water: 42.17,Roof greenhouse cistern durability 0.80,glass tongs condition 0.80,Fay cultivation 0.40,stable,humidity 0.54,ssrm_v27_infrastructure_state_seed_20260880,v27-361723,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
14,1,14,warm workshop,archive_public_kiosk,Archive House paper: 18.41,Archive public kiosk durability 0.77,binding awl condition 0.77,Nia recordkeeping 0.44,stable,notice_accuracy 0.51,ssrm_v27_infrastructure_state_seed_20260880,v27-360171,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
15,1,15,archive bench,dusk_signal_workshop,Signal House oil: 16.10,Dusk signal workshop durability 0.74,wire crimper condition 0.75,Milo signalcraft 0.48,stable,night_calm 0.57,ssrm_v27_infrastructure_state_seed_20260880,v27-330097,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
16,1,16,signal yard,river_mill_bridge,West House planks: 22.13,River mill bridge durability 0.82,drawknife condition 0.93,Ari carpentry 0.36,stable,bank_stability 0.57,ssrm_v27_infrastructure_state_seed_20260880,v27-346739,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
17,1,17,river path,roof_greenhouse_cistern,Roof House water: 42.17,Roof greenhouse cistern durability 0.79,glass tongs condition 0.80,Fay cultivation 0.40,stable,humidity 0.55,ssrm_v27_infrastructure_state_seed_20260880,v27-386931,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
18,2,0,archive bench,archive_public_kiosk,Archive House paper: 18.31,Archive public kiosk durability 0.84,binding awl condition 0.77,Nia recordkeeping 0.44,stable,notice_accuracy 0.52,ssrm_v27_infrastructure_state_seed_20260880,v27-378515,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
19,2,1,signal yard,dusk_signal_workshop,Signal House oil: 16.10,Dusk signal workshop durability 0.74,wire crimper condition 0.75,Milo signalcraft 0.48,stable,night_calm 0.58,ssrm_v27_infrastructure_state_seed_20260880,v27-336531,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
20,2,2,river path,river_mill_bridge,West House planks: 22.20,River mill bridge durability 0.81,drawknife condition 0.92,Ari carpentry 0.37,stable,bank_stability 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-345188,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
21,2,3,roof path,roof_greenhouse_cistern,Roof House water: 42.17,Roof greenhouse cistern durability 0.79,glass tongs condition 0.80,Fay cultivation 0.40,stable,humidity 0.55,ssrm_v27_infrastructure_state_seed_20260880,v27-386847,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
22,2,4,market commons,archive_public_kiosk,Archive House paper: 18.31,Archive public kiosk durability 0.83,binding awl condition 0.76,Nia recordkeeping 0.45,stable,notice_accuracy 0.52,ssrm_v27_infrastructure_state_seed_20260880,v27-377779,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
23,2,5,wood bay,dusk_signal_workshop,Signal House oil: 16.28,Dusk signal workshop durability 0.73,wire crimper condition 0.74,Milo signalcraft 0.49,stable,night_calm 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-341905,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
24,2,6,warm workshop,river_mill_bridge,West House planks: 22.20,River mill bridge durability 0.80,drawknife condition 0.92,Ari carpentry 0.37,stable,bank_stability 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-352007,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
25,2,7,archive bench,roof_greenhouse_cistern,Roof House water: 42.30,Roof greenhouse cistern durability 0.77,glass tongs condition 0.79,Fay cultivation 0.41,stable,humidity 0.57,ssrm_v27_infrastructure_state_seed_20260880,v27-390932,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
26,2,8,signal yard,archive_public_kiosk,Archive House paper: 18.45,Archive public kiosk durability 0.82,binding awl condition 0.75,Nia recordkeeping 0.46,stable,notice_accuracy 0.54,ssrm_v27_infrastructure_state_seed_20260880,v27-378066,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
27,2,9,river path,dusk_signal_workshop,Signal House oil: 16.18,Dusk signal workshop durability 0.80,wire crimper condition 0.74,Milo signalcraft 0.49,stable,night_calm 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-359613,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
28,2,10,roof path,river_mill_bridge,West House planks: 22.20,River mill bridge durability 0.80,drawknife condition 0.92,Ari carpentry 0.37,stable,bank_stability 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-340031,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
29,2,11,market commons,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.76,glass tongs condition 0.78,Fay cultivation 0.42,stable,humidity 0.58,ssrm_v27_infrastructure_state_seed_20260880,v27-385845,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
30,2,12,wood bay,archive_public_kiosk,Archive House paper: 18.45,Archive public kiosk durability 0.81,binding awl condition 0.75,Nia recordkeeping 0.46,stable,notice_accuracy 0.54,ssrm_v27_infrastructure_state_seed_20260880,v27-377757,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
31,2,13,warm workshop,dusk_signal_workshop,Signal House oil: 16.18,Dusk signal workshop durability 0.80,wire crimper condition 0.73,Milo signalcraft 0.49,stable,night_calm 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-360148,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
32,2,14,archive bench,river_mill_bridge,West House planks: 22.27,River mill bridge durability 0.79,drawknife condition 0.91,Ari carpentry 0.38,stable,bank_stability 0.61,ssrm_v27_infrastructure_state_seed_20260880,v27-353456,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
33,2,15,signal yard,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.75,glass tongs condition 0.78,Fay cultivation 0.42,stable,humidity 0.58,ssrm_v27_infrastructure_state_seed_20260880,v27-391709,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
34,2,16,river path,archive_public_kiosk,Archive House paper: 18.62,Archive public kiosk durability 0.79,binding awl condition 0.74,Nia recordkeeping 0.47,stable,notice_accuracy 0.56,ssrm_v27_infrastructure_state_seed_20260880,v27-371631,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
35,2,17,roof path,dusk_signal_workshop,Signal House oil: 16.18,Dusk signal workshop durability 0.79,wire crimper condition 0.73,Milo signalcraft 0.49,stable,night_calm 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-360165,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
36,3,0,signal yard,river_mill_bridge,West House planks: 22.27,River mill bridge durability 0.78,drawknife condition 0.91,Ari carpentry 0.38,stable,bank_stability 0.61,ssrm_v27_infrastructure_state_seed_20260880,v27-353144,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
37,3,1,river path,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.75,glass tongs condition 0.77,Fay cultivation 0.42,stable,humidity 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-385411,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
38,3,2,roof path,archive_public_kiosk,Archive House paper: 18.71,Archive public kiosk durability 0.78,binding awl condition 0.73,Nia recordkeeping 0.48,stable,notice_accuracy 0.58,ssrm_v27_infrastructure_state_seed_20260880,v27-373550,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
39,3,3,market commons,dusk_signal_workshop,Signal House oil: 16.18,Dusk signal workshop durability 0.78,wire crimper condition 0.73,Milo signalcraft 0.49,stable,night_calm 0.62,ssrm_v27_infrastructure_state_seed_20260880,v27-359826,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
40,3,4,wood bay,river_mill_bridge,West House planks: 22.27,River mill bridge durability 0.78,drawknife condition 0.90,Ari carpentry 0.38,stable,bank_stability 0.62,ssrm_v27_infrastructure_state_seed_20260880,v27-353048,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
41,3,5,warm workshop,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.74,glass tongs condition 0.76,Fay cultivation 0.43,stable,humidity 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-385874,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
42,3,6,archive bench,archive_public_kiosk,Archive House paper: 18.71,Archive public kiosk durability 0.77,binding awl condition 0.73,Nia recordkeeping 0.48,stable,notice_accuracy 0.58,ssrm_v27_infrastructure_state_seed_20260880,v27-373170,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
43,3,7,signal yard,dusk_signal_workshop,Signal House oil: 16.18,Dusk signal workshop durability 0.77,wire crimper condition 0.73,Milo signalcraft 0.50,stable,night_calm 0.63,ssrm_v27_infrastructure_state_seed_20260880,v27-360167,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
44,3,8,river path,river_mill_bridge,West House planks: 22.43,River mill bridge durability 0.77,drawknife condition 0.89,Ari carpentry 0.39,stable,bank_stability 0.63,ssrm_v27_infrastructure_state_seed_20260880,v27-347692,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
45,3,9,roof path,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.73,glass tongs condition 0.76,Fay cultivation 0.43,stable,humidity 0.59,ssrm_v27_infrastructure_state_seed_20260880,v27-385520,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
46,3,10,market commons,archive_public_kiosk,Archive House paper: 18.71,Archive public kiosk durability 0.77,binding awl condition 0.73,Nia recordkeeping 0.48,stable,notice_accuracy 0.58,ssrm_v27_infrastructure_state_seed_20260880,v27-373471,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
47,3,11,wood bay,dusk_signal_workshop,Signal House oil: 16.30,Dusk signal workshop durability 0.76,wire crimper condition 0.72,Milo signalcraft 0.51,stable,night_calm 0.64,ssrm_v27_infrastructure_state_seed_20260880,v27-353952,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
48,3,12,warm workshop,river_mill_bridge,West House planks: 22.43,River mill bridge durability 0.76,drawknife condition 0.89,Ari carpentry 0.39,stable,bank_stability 0.65,ssrm_v27_infrastructure_state_seed_20260880,v27-347380,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
49,3,13,archive bench,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.73,glass tongs condition 0.76,Fay cultivation 0.43,stable,humidity 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-385833,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
50,3,14,signal yard,archive_public_kiosk,Archive House paper: 18.80,Archive public kiosk durability 0.76,binding awl condition 0.72,Nia recordkeeping 0.49,stable,notice_accuracy 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-378655,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
51,3,15,river path,dusk_signal_workshop,Signal House oil: 16.30,Dusk signal workshop durability 0.75,wire crimper condition 0.72,Milo signalcraft 0.51,stable,night_calm 0.65,ssrm_v27_infrastructure_state_seed_20260880,v27-359925,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
52,3,16,roof path,river_mill_bridge,West House planks: 22.43,River mill bridge durability 0.75,drawknife condition 0.89,Ari carpentry 0.40,stable,bank_stability 0.64,ssrm_v27_infrastructure_state_seed_20260880,v27-347012,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
53,3,17,market commons,roof_greenhouse_cistern,Roof House water: 42.41,Roof greenhouse cistern durability 0.72,glass tongs condition 0.76,Fay cultivation 0.44,stable,humidity 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-385803,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
54,4,0,river path,dusk_signal_workshop,Signal House oil: 16.30,Dusk signal workshop durability 0.75,wire crimper condition 0.72,Milo signalcraft 0.51,stable,night_calm 0.65,ssrm_v27_infrastructure_state_seed_20260880,v27-360182,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
55,4,1,roof path,river_mill_bridge,West House planks: 22.43,River mill bridge durability 0.75,drawknife condition 0.89,Ari carpentry 0.40,stable,bank_stability 0.64,ssrm_v27_infrastructure_state_seed_20260880,v27-347936,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
56,4,2,market commons,roof_greenhouse_cistern,Roof House water: 42.58,Roof greenhouse cistern durability 0.71,glass tongs condition 0.75,Fay cultivation 0.45,stable,humidity 0.61,ssrm_v27_infrastructure_state_seed_20260880,v27-373963,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
57,4,3,wood bay,archive_public_kiosk,Archive House paper: 18.80,Archive public kiosk durability 0.75,binding awl condition 0.72,Nia recordkeeping 0.49,stable,notice_accuracy 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-372590,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
58,4,4,warm workshop,dusk_signal_workshop,Signal House oil: 16.30,Dusk signal workshop durability 0.74,wire crimper condition 0.71,Milo signalcraft 0.51,stable,night_calm 0.65,ssrm_v27_infrastructure_state_seed_20260880,v27-359843,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
59,4,5,archive bench,river_mill_bridge,West House planks: 22.56,River mill bridge durability 0.73,drawknife condition 0.88,Ari carpentry 0.41,stable,bank_stability 0.64,ssrm_v27_infrastructure_state_seed_20260880,v27-348332,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
60,4,6,signal yard,roof_greenhouse_cistern,Roof House water: 42.58,Roof greenhouse cistern durability 0.70,glass tongs condition 0.75,Fay cultivation 0.45,stable,humidity 0.62,ssrm_v27_infrastructure_state_seed_20260880,v27-385958,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
61,4,7,river path,archive_public_kiosk,Archive House paper: 18.80,Archive public kiosk durability 0.75,binding awl condition 0.72,Nia recordkeeping 0.49,stable,notice_accuracy 0.60,ssrm_v27_infrastructure_state_seed_20260880,v27-379073,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
62,4,8,roof path,dusk_signal_workshop,Signal House oil: 16.41,Dusk signal workshop durability 0.73,wire crimper condition 0.70,Milo signalcraft 0.52,stable,night_calm 0.67,ssrm_v27_infrastructure_state_seed_20260880,v27-354103,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
63,4,9,market commons,river_mill_bridge,West House planks: 22.56,River mill bridge durability 0.73,drawknife condition 0.88,Ari carpentry 0.41,stable,bank_stability 0.64,ssrm_v27_infrastructure_state_seed_20260880,v27-348236,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
64,4,10,wood bay,roof_greenhouse_cistern,Roof House water: 42.58,Roof greenhouse cistern durability 0.70,glass tongs condition 0.75,Fay cultivation 0.45,stable,humidity 0.62,ssrm_v27_infrastructure_state_seed_20260880,v27-386929,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
65,4,11,warm workshop,archive_public_kiosk,Archive House paper: 19.00,Archive public kiosk durability 0.73,binding awl condition 0.71,Nia recordkeeping 0.50,stable,notice_accuracy 0.61,ssrm_v27_infrastructure_state_seed_20260880,v27-377715,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
66,4,12,archive bench,dusk_signal_workshop,Signal House oil: 16.41,Dusk signal workshop durability 0.73,wire crimper condition 0.70,Milo signalcraft 0.52,stable,night_calm 0.67,ssrm_v27_infrastructure_state_seed_20260880,v27-354404,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
67,4,13,signal yard,river_mill_bridge,West House planks: 22.56,River mill bridge durability 0.72,drawknife condition 0.88,Ari carpentry 0.41,stable,bank_stability 0.65,ssrm_v27_infrastructure_state_seed_20260880,v27-347924,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
68,4,14,river path,roof_greenhouse_cistern,Roof House water: 42.75,Roof greenhouse cistern durability 0.68,glass tongs condition 0.74,Fay cultivation 0.46,stable,humidity 0.64,ssrm_v27_infrastructure_state_seed_20260880,v27-392604,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
69,4,15,roof path,archive_public_kiosk,Archive House paper: 19.00,Archive public kiosk durability 0.72,binding awl condition 0.82,Nia recordkeeping 0.50,stable,notice_accuracy 0.61,ssrm_v27_infrastructure_state_seed_20260880,v27-396450,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
70,4,16,market commons,dusk_signal_workshop,Signal House oil: 16.41,Dusk signal workshop durability 0.72,wire crimper condition 0.70,Milo signalcraft 0.52,stable,night_calm 0.67,ssrm_v27_infrastructure_state_seed_20260880,v27-353668,"deterministic browser-local household/workshop economy infrastructure scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
