tick_id,day,tick,avatar_region,active_route,animation_panel,merge_control_panel,snapshot_exchange_panel,delayed_reaction_panel,persistence_panel,sensory_panel,save_restore_key,replay_key,boundary_note
10,1,10,orchard_fen,orchard_riverbend,Ivo->Ari: careful pointing / tight grip,none: branch fen track v1,shared:orchard_riverbend:v2: snapshot shared,Ivo: careful pointing delay 0,reload pose ok=True branch ok=True,animation-pulse: careful pointing,ssrm_v33_embodied_state_seed_20260886,v33-627222,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
11,1,11,central_exchange,central_repair_ring,Pax->Juno: listening tilt / small nod,rollback to repair yard: branch inner repair yard v2,shared:central_repair_ring:v3: snapshot shared,Pax: listening tilt delay 0,reload pose ok=True branch ok=True,animation-pulse: listening tilt,ssrm_v33_embodied_state_seed_20260886,v33-751438,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
12,2,0,archive_quarter,riverbend_roofward,Ari->Fay: listening tilt / small nod,none: branch orchard ridge detour v2,shared:riverbend_roofward:v3: snapshot shared,Ari: open forward lean delay 1,reload pose ok=True branch ok=True,flower-node: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-820961,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
13,2,1,signal_ridge,roofward_archive,Nia->Fay: listening tilt / two-hand offer,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: open forward lean delay 1,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-734652,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
14,2,2,orchard_fen,archive_signal,Nia->Milo: open forward lean / small nod,merge stone route: branch stone kiosk path v4,shared:archive_signal:v4: snapshot shared,Nia: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-691439,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
15,2,3,central_exchange,signal_orchard,Ivo->Milo: careful pointing / small nod,rollback to dusk road: branch dusk road v3,shared:signal_orchard:v4: snapshot shared,Ivo: guarded crossed arms delay 0,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-634089,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
16,2,4,repair_hall,orchard_riverbend,Ivo->Ari: listening tilt / small nod,none: branch fen track v1,shared:orchard_riverbend:v2: idle,Ivo: listening tilt delay 1,reload pose ok=True branch ok=True,flower-node: listening tilt,ssrm_v33_embodied_state_seed_20260886,v33-599244,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
17,2,5,riverbend,central_repair_ring,Pax->Juno: listening tilt / small nod,none: branch inner repair yard v2,shared:central_repair_ring:v3: exchange pending,Pax: guarded crossed arms delay 1,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-837655,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
18,2,6,roofward,riverbend_roofward,Ari->Fay: open forward lean / small nod,merge detour with bridge watch: branch orchard ridge detour v3,shared:riverbend_roofward:v4: snapshot shared,Ari: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-821831,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
19,2,7,archive_quarter,roofward_archive,Nia->Fay: listening tilt / two-hand offer,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: listening tilt delay 0,reload pose ok=True branch ok=True,animation-pulse: listening tilt,ssrm_v33_embodied_state_seed_20260886,v33-700561,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
20,2,8,signal_ridge,archive_signal,Nia->Milo: listening tilt / small nod,rollback to paper lane: branch paper lane v5,shared:archive_signal:v5: snapshot shared,Nia: guarded crossed arms delay 0,reload pose ok=True branch ok=True,flower-node: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-647831,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
21,2,9,orchard_fen,signal_orchard,Ivo->Milo: listening tilt / small nod,merge lantern loop: branch river lantern loop v4,shared:signal_orchard:v5: snapshot shared,Ivo: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-724958,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
22,2,10,central_exchange,orchard_riverbend,Ivo->Ari: listening tilt / small nod,none: branch fen track v1,shared:orchard_riverbend:v3: snapshot shared,Ivo: listening tilt delay 1,reload pose ok=True branch ok=True,animation-pulse: listening tilt,ssrm_v33_embodied_state_seed_20260886,v33-599079,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
23,2,11,repair_hall,central_repair_ring,Pax->Juno: guarded crossed arms / small nod,none: branch inner repair yard v2,shared:central_repair_ring:v3: idle,Pax: guarded crossed arms delay 0,reload pose ok=True branch ok=True,ambient-rate: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-837360,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
24,3,0,signal_ridge,riverbend_roofward,Ari->Fay: open forward lean / small nod,none: branch orchard ridge detour v3,shared:riverbend_roofward:v5: snapshot shared,Ari: open forward lean delay 1,reload pose ok=True branch ok=True,flower-node: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-821678,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
25,3,1,orchard_fen,roofward_archive,Nia->Fay: route-board reach / open palm,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: route-board reach delay 1,reload pose ok=True branch ok=True,animation-pulse: route-board reach,ssrm_v33_embodied_state_seed_20260886,v33-734746,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
26,3,2,central_exchange,archive_signal,Nia->Milo: route-board reach / small nod,merge stone route: branch stone kiosk path v6,shared:archive_signal:v6: snapshot shared,Nia: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-692264,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
27,3,3,repair_hall,signal_orchard,Ivo->Milo: listening tilt / small nod,rollback to dusk road: branch dusk road v5,shared:signal_orchard:v6: snapshot shared,Ivo: guarded crossed arms delay 0,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-634886,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
28,3,4,riverbend,orchard_riverbend,Ivo->Ari: route-board reach / route point,merge plank route: branch market plank route v2,shared:orchard_riverbend:v4: snapshot shared,Ivo: route-board reach delay 0,reload pose ok=True branch ok=True,flower-node: route-board reach,ssrm_v33_embodied_state_seed_20260886,v33-772863,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
29,3,5,roofward,central_repair_ring,Pax->Juno: guarded crossed arms / small nod,none: branch inner repair yard v2,shared:central_repair_ring:v4: snapshot shared,Pax: guarded crossed arms delay 1,reload pose ok=True branch ok=True,ambient-rate: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-838088,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
30,3,6,archive_quarter,riverbend_roofward,Ari->Fay: open forward lean / small nod,merge detour with bridge watch: branch orchard ridge detour v4,shared:riverbend_roofward:v6: snapshot shared,Ari: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-821665,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
31,3,7,signal_ridge,roofward_archive,Nia->Fay: route-board reach / open palm,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: route-board reach delay 1,reload pose ok=True branch ok=True,animation-pulse: route-board reach,ssrm_v33_embodied_state_seed_20260886,v33-734451,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
32,3,8,orchard_fen,archive_signal,Nia->Milo: route-board reach / small nod,rollback to paper lane: branch paper lane v7,shared:archive_signal:v7: snapshot shared,Nia: guarded crossed arms delay 0,reload pose ok=True branch ok=True,flower-node: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-648632,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
33,3,9,central_exchange,signal_orchard,Ivo->Milo: route-board reach / small nod,merge lantern loop: branch river lantern loop v6,shared:signal_orchard:v7: snapshot shared,Ivo: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-725791,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
34,3,10,repair_hall,orchard_riverbend,Ivo->Ari: route-board reach / route point,none: branch market plank route v2,shared:orchard_riverbend:v4: exchange pending,Ivo: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-772767,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
35,3,11,riverbend,central_repair_ring,Pax->Juno: guarded crossed arms / small nod,none: branch inner repair yard v2,shared:central_repair_ring:v4: idle,Pax: guarded crossed arms delay 1,reload pose ok=True branch ok=True,ambient-rate: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-837793,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
36,4,0,orchard_fen,riverbend_roofward,Ari->Fay: open forward lean / small nod,none: branch orchard ridge detour v4,shared:riverbend_roofward:v7: snapshot shared,Ari: open forward lean delay 1,reload pose ok=True branch ok=True,flower-node: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-822395,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
37,4,1,central_exchange,roofward_archive,Nia->Fay: open forward lean / tight grip,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: open forward lean delay 2,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-735238,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
38,4,2,repair_hall,archive_signal,Nia->Milo: open forward lean / small nod,merge stone route: branch paper lane v7,shared:archive_signal:v8: snapshot shared,Nia: guarded crossed arms delay 1,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-649348,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
39,4,3,riverbend,signal_orchard,Ivo->Milo: open forward lean / small nod,rollback to dusk road: branch dusk road v7,shared:signal_orchard:v8: snapshot shared,Ivo: guarded crossed arms delay 0,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-635683,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
40,4,4,roofward,orchard_riverbend,Ivo->Ari: open forward lean / step back,none: branch market plank route v2,shared:orchard_riverbend:v4: idle,Ivo: open forward lean delay 1,reload pose ok=True branch ok=True,flower-node: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-772472,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
41,4,5,archive_quarter,central_repair_ring,Pax->Juno: relieved reset stance / tight grip,none: branch inner repair yard v2,shared:central_repair_ring:v5: snapshot shared,Pax: relieved reset stance delay 2,reload pose ok=True branch ok=True,animation-pulse: relieved reset stance,ssrm_v33_embodied_state_seed_20260886,v33-855383,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
42,4,6,signal_ridge,riverbend_roofward,Ari->Fay: open forward lean / small nod,merge detour with bridge watch: branch orchard ridge detour v5,shared:riverbend_roofward:v8: snapshot shared,Ari: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-822382,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
43,4,7,orchard_fen,roofward_archive,Nia->Fay: open forward lean / tight grip,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: open forward lean delay 2,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-734943,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
44,4,8,central_exchange,archive_signal,Nia->Milo: open forward lean / small nod,none: branch paper lane v7,shared:archive_signal:v9: snapshot shared,Nia: open forward lean delay 0,reload pose ok=True branch ok=True,flower-node: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-602674,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
45,4,9,repair_hall,signal_orchard,Ivo->Milo: open forward lean / small nod,merge lantern loop: branch river lantern loop v8,shared:signal_orchard:v9: snapshot shared,Ivo: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-726624,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
46,4,10,riverbend,orchard_riverbend,Ivo->Ari: open forward lean / step back,none: branch market plank route v2,shared:orchard_riverbend:v5: snapshot shared,Ivo: open forward lean delay 1,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-773199,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
47,4,11,roofward,central_repair_ring,Pax->Juno: relieved reset stance / tight grip,none: branch inner repair yard v2,shared:central_repair_ring:v5: idle,Pax: relieved reset stance delay 2,reload pose ok=True branch ok=True,animation-pulse: relieved reset stance,ssrm_v33_embodied_state_seed_20260886,v33-855971,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
48,5,0,central_exchange,riverbend_roofward,Ari->Fay: open forward lean / small nod,none: branch orchard ridge detour v5,shared:riverbend_roofward:v9: snapshot shared,Ari: open forward lean delay 1,reload pose ok=True branch ok=True,flower-node: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-823112,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
49,5,1,repair_hall,roofward_archive,Nia->Fay: guarded crossed arms / small nod,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: guarded crossed arms delay 3,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-784873,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
50,5,2,riverbend,archive_signal,Nia->Milo: guarded crossed arms / small nod,merge stone route: branch stone kiosk path v8,shared:archive_signal:v10: snapshot shared,Nia: guarded crossed arms delay 0,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-748548,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
51,5,3,roofward,signal_orchard,Ivo->Milo: open forward lean / small nod,rollback to dusk road: branch dusk road v9,shared:signal_orchard:v9: exchange pending,Ivo: guarded crossed arms delay 0,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-635470,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
52,5,4,archive_quarter,orchard_riverbend,Ivo->Ari: guarded crossed arms / two-hand offer,none: branch market plank route v2,shared:orchard_riverbend:v5: idle,Ivo: guarded crossed arms delay 2,reload pose ok=True branch ok=True,flower-node: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-822876,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
53,5,5,signal_ridge,central_repair_ring,Pax->Juno: relieved reset stance / small nod,none: branch inner repair yard v2,shared:central_repair_ring:v6: snapshot shared,Pax: relieved reset stance delay 3,reload pose ok=True branch ok=True,ambient-rate: relieved reset stance,ssrm_v33_embodied_state_seed_20260886,v33-855816,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
54,5,6,orchard_fen,riverbend_roofward,Ari->Fay: open forward lean / small nod,merge detour with bridge watch: branch orchard ridge detour v6,shared:riverbend_roofward:v10: snapshot shared,Ari: open forward lean delay 0,reload pose ok=True branch ok=True,animation-pulse: open forward lean,ssrm_v33_embodied_state_seed_20260886,v33-830480,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
55,5,7,central_exchange,roofward_archive,Nia->Fay: guarded crossed arms / small nod,none: branch cool archive lane v2,shared:roofward_archive:v2: idle,Nia: guarded crossed arms delay 3,reload pose ok=True branch ok=True,animation-pulse: guarded crossed arms,ssrm_v33_embodied_state_seed_20260886,v33-784578,"deterministic browser-local embodied-dialogue-animation/merge-control/snapshot-exchange/delayed-reaction scaffold only; no LLM call, subjective consciousness, real consent, moral patienthood, autonomous natural language, complete 3D engine, or metaphysical frequency claim"
